AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Pitch,Roll,target,target_name
-9.16,-4.61,0.72,-1.15,-0.17,-2.07,-4.61,-9.16,0.0,walk
-9.02,-4.08,0.73,-1.22,-0.13,-1.99,-4.08,-9.02,0.0,walk
-8.92,-3.81,0.6,-1.3,-0.13,-1.9,-3.81,-8.92,0.0,walk
-8.72,-3.53,0.35,-1.35,-0.15,-1.81,-3.53,-8.72,0.0,walk
-8.53,-3.39,-0.11,-1.37,-0.15,-1.72,-3.39,-8.53,0.0,walk
-8.3,-3.12,-0.54,-1.3,-0.07,-1.6,-3.12,-8.3,0.0,walk
-8.02,-3.1,-0.7,-1.08,0.01,-1.5,-3.1,-8.02,0.0,walk
-7.72,-2.67,-0.72,-0.71,0.1,-1.38,-2.67,-7.72,0.0,walk
-7.44,-2.39,-0.69,-0.52,0.19,-1.23,-2.39,-7.44,0.0,walk
-7.16,-2.39,-0.42,-0.36,0.24,-1.08,-2.39,-7.16,0.0,walk
-6.88,-2.26,-0.2,-0.27,0.25,-0.93,-2.26,-6.88,0.0,walk
-6.71,-2.22,-0.05,-0.34,0.24,-0.79,-2.22,-6.71,0.0,walk
-6.57,-2.04,0.06,-0.46,0.2,-0.66,-2.04,-6.57,0.0,walk
-6.49,-1.86,0.05,-0.64,0.17,-0.51,-1.86,-6.49,0.0,walk
-6.43,-1.79,0.14,-0.75,0.11,-0.36,-1.79,-6.43,0.0,walk
-6.41,-1.72,0.02,-0.78,0.04,-0.2,-1.72,-6.41,0.0,walk
-6.46,-1.91,-0.29,-0.54,-0.03,-0.09,-1.91,-6.46,0.0,walk
-6.64,-1.46,-0.51,-0.26,-0.02,0.06,-1.46,-6.64,0.0,walk
-6.84,-1.35,-0.48,-0.14,-0.03,0.26,-1.35,-6.84,0.0,walk
-7.03,-1.38,-0.59,0.0,-0.04,0.51,-1.38,-7.03,0.0,walk
-7.28,-1.68,-0.68,0.05,-0.02,0.75,-1.68,-7.28,0.0,walk
-7.47,-1.96,-0.52,0.01,0.0,0.97,-1.96,-7.47,0.0,walk
-7.74,-2.12,-0.1,-0.14,0.01,1.2,-2.12,-7.74,0.0,walk
-7.83,-2.81,-0.03,-0.12,-0.04,1.4,-2.81,-7.83,0.0,walk
-8.39,-3.36,-0.0,-0.03,-0.07,1.58,-3.36,-8.39,0.0,walk
-9.28,-3.99,-0.12,0.06,-0.09,1.68,-3.99,-9.28,0.0,walk
-9.96,-4.39,-0.13,0.37,-0.09,1.65,-4.39,-9.96,0.0,walk
-10.41,-3.71,0.17,0.82,-0.04,1.71,-3.71,-10.41,0.0,walk
-10.77,-3.56,0.46,1.19,0.01,1.98,-3.56,-10.77,0.0,walk
-11.26,-4.23,0.91,1.46,0.06,2.31,-4.23,-11.26,0.0,walk
-11.67,-5.02,1.3,1.62,0.07,2.51,-5.02,-11.67,0.0,walk
-11.81,-5.78,1.45,1.69,0.04,2.65,-5.78,-11.81,0.0,walk
-11.69,-6.52,1.46,1.87,0.04,2.72,-6.52,-11.69,0.0,walk
-11.35,-6.9,1.25,2.14,0.04,2.79,-6.9,-11.35,0.0,walk
-10.66,-7.59,0.99,2.12,0.13,2.86,-7.59,-10.66,0.0,walk
-10.15,-8.61,1.19,2.02,0.23,2.79,-8.61,-10.15,0.0,walk
-9.65,-9.5,1.57,1.93,0.23,2.6,-9.5,-9.65,0.0,walk
-9.32,-10.11,1.58,1.89,0.16,2.29,-10.11,-9.32,0.0,walk
-9.27,-10.29,1.46,1.68,0.1,1.89,-10.29,-9.27,0.0,walk
-9.41,-10.12,1.34,1.44,0.04,1.44,-10.12,-9.41,0.0,walk
-9.62,-9.41,1.09,1.37,0.0,1.02,-9.41,-9.62,0.0,walk
-9.42,-7.6,0.23,1.36,0.03,0.74,-7.6,-9.42,0.0,walk
-9.47,-6.4,-0.08,1.06,0.28,0.76,-6.4,-9.47,0.0,walk
-9.55,-6.53,0.82,1.05,0.5,0.81,-6.53,-9.55,0.0,walk
-9.49,-6.65,1.7,1.14,0.55,0.82,-6.65,-9.49,0.0,walk
-9.3,-7.06,2.12,1.16,0.49,0.73,-7.06,-9.3,0.0,walk
-8.91,-6.69,1.84,1.44,0.45,0.59,-6.69,-8.91,0.0,walk
-8.49,-6.13,1.92,1.54,0.5,0.53,-6.13,-8.49,0.0,walk
-8.15,-5.83,2.11,1.61,0.48,0.52,-5.83,-8.15,0.0,walk
-7.83,-5.8,2.11,1.65,0.44,0.51,-5.8,-7.83,0.0,walk
-7.61,-5.59,2.19,1.65,0.43,0.51,-5.59,-7.61,0.0,walk
-7.48,-5.47,2.4,1.46,0.39,0.53,-5.47,-7.48,0.0,walk
-7.38,-5.53,2.53,1.27,0.32,0.55,-5.53,-7.38,0.0,walk
-7.45,-5.5,2.65,1.11,0.26,0.56,-5.5,-7.45,0.0,walk
-7.44,-5.46,2.74,0.95,0.18,0.59,-5.46,-7.44,0.0,walk
-7.48,-5.63,2.76,0.77,0.09,0.64,-5.63,-7.48,0.0,walk
-7.52,-6.06,2.54,0.75,0.01,0.65,-6.06,-7.52,0.0,walk
-7.59,-6.3,2.41,0.74,-0.01,0.65,-6.3,-7.59,0.0,walk
-7.7,-6.74,2.46,0.67,-0.04,0.64,-6.74,-7.7,0.0,walk
-7.79,-7.2,2.47,0.59,-0.12,0.59,-7.2,-7.79,0.0,walk
-7.83,-7.6,2.22,0.45,-0.22,0.49,-7.6,-7.83,0.0,walk
-7.87,-7.87,1.9,0.36,-0.3,0.36,-7.87,-7.87,0.0,walk
-7.81,-7.9,1.52,0.38,-0.34,0.22,-7.9,-7.81,0.0,walk
-7.81,-7.79,1.23,0.33,-0.35,0.1,-7.79,-7.81,0.0,walk
-7.77,-7.67,1.06,0.24,-0.34,-0.04,-7.67,-7.77,0.0,walk
-7.74,-7.37,0.87,0.21,-0.32,-0.17,-7.37,-7.74,0.0,walk
-7.8,-7.1,0.98,0.14,-0.29,-0.26,-7.1,-7.8,0.0,walk
-7.89,-6.85,0.95,0.11,-0.35,-0.33,-6.85,-7.89,0.0,walk
-8.01,-6.8,0.65,0.01,-0.4,-0.39,-6.8,-8.01,0.0,walk
-8.2,-6.82,0.26,-0.06,-0.42,-0.48,-6.82,-8.2,0.0,walk
-8.37,-6.71,-0.24,-0.12,-0.43,-0.58,-6.71,-8.37,0.0,walk
-8.62,-6.63,-0.86,-0.14,-0.38,-0.67,-6.63,-8.62,0.0,walk
-8.77,-6.48,-1.37,-0.08,-0.24,-0.75,-6.48,-8.77,0.0,walk
-8.94,-6.17,-1.16,-0.06,-0.04,-0.8,-6.17,-8.94,0.0,walk
-9.2,-5.97,-0.48,-0.06,0.06,-0.8,-5.97,-9.2,0.0,walk
-9.39,-6.14,-0.29,-0.03,0.04,-0.79,-6.14,-9.39,0.0,walk
-9.53,-6.36,-0.46,0.01,0.01,-0.83,-6.36,-9.53,0.0,walk
-9.57,-6.14,-0.95,0.0,0.01,-0.89,-6.14,-9.57,0.0,walk
-9.68,-6.06,-1.4,0.01,0.09,-0.91,-6.06,-9.68,0.0,walk
-10.11,-6.11,-1.6,0.03,0.24,-0.91,-6.11,-10.11,0.0,walk
-10.37,-5.86,-1.67,-0.19,0.39,-0.97,-5.86,-10.37,0.0,walk
-10.4,-4.98,-1.72,-0.54,0.52,-0.99,-4.98,-10.4,0.0,walk
-10.32,-4.19,-1.36,-0.85,0.68,-0.81,-4.19,-10.32,0.0,walk
-10.28,-4.5,-0.68,-1.06,0.78,-0.49,-4.5,-10.28,0.0,walk
-10.16,-5.78,-0.06,-1.27,0.77,-0.3,-5.78,-10.16,0.0,walk
-9.88,-7.04,0.08,-1.26,0.65,-0.32,-7.04,-9.88,0.0,walk
-9.51,-7.29,-0.39,-1.07,0.57,-0.46,-7.29,-9.51,0.0,walk
-9.32,-6.61,-0.75,-1.07,0.53,-0.6,-6.61,-9.32,0.0,walk
-9.07,-5.57,-1.33,-1.11,0.54,-0.57,-5.57,-9.07,0.0,walk
-8.89,-5.68,-1.52,-1.1,0.67,-0.36,-5.68,-8.89,0.0,walk
-8.65,-6.99,-1.0,-1.01,0.79,-0.26,-6.99,-8.65,0.0,walk
-8.43,-7.93,-0.14,-0.97,0.81,-0.38,-7.93,-8.43,0.0,walk
-8.22,-8.08,0.57,-1.02,0.7,-0.64,-8.08,-8.22,0.0,walk
-8.07,-7.48,0.86,-1.12,0.54,-0.88,-7.48,-8.07,0.0,walk
-8.09,-6.85,0.82,-1.21,0.39,-1.05,-6.85,-8.09,0.0,walk
-8.23,-6.2,0.7,-1.25,0.28,-1.17,-6.2,-8.23,0.0,walk
-8.39,-5.6,0.54,-1.14,0.22,-1.24,-5.6,-8.39,0.0,walk
-8.6,-5.05,0.69,-1.02,0.18,-1.23,-5.05,-8.6,0.0,walk
-8.83,-4.98,0.8,-0.99,0.12,-1.15,-4.98,-8.83,0.0,walk
-9.13,-5.36,0.91,-1.0,0.06,-1.1,-5.36,-9.13,0.0,walk
-9.47,-5.6,0.97,-1.07,-0.01,-1.1,-5.6,-9.47,0.0,walk
-9.73,-5.66,0.84,-1.16,-0.06,-1.1,-5.66,-9.73,0.0,walk
-9.85,-5.81,0.54,-1.22,-0.09,-1.06,-5.81,-9.85,0.0,walk
-9.87,-6.13,0.23,-1.19,-0.05,-1.01,-6.13,-9.87,0.0,walk
-9.76,-6.6,-0.07,-1.04,0.04,-0.99,-6.6,-9.76,0.0,walk
-9.6,-7.1,-0.15,-0.82,0.19,-1.02,-7.1,-9.6,0.0,walk
-9.37,-7.34,0.02,-0.55,0.35,-1.14,-7.34,-9.37,0.0,walk
-9.1,-6.99,0.52,-0.4,0.5,-1.28,-6.99,-9.1,0.0,walk
-8.92,-6.43,1.27,-0.42,0.58,-1.4,-6.43,-8.92,0.0,walk
-8.67,-5.89,1.69,-0.49,0.56,-1.48,-5.89,-8.67,0.0,walk
-8.54,-5.36,1.91,-0.61,0.51,-1.52,-5.36,-8.54,0.0,walk
-8.39,-4.87,2.0,-0.69,0.46,-1.53,-4.87,-8.39,0.0,walk
-8.25,-4.42,2.09,-0.82,0.4,-1.52,-4.42,-8.25,0.0,walk
-8.16,-4.1,2.11,-0.92,0.34,-1.48,-4.1,-8.16,0.0,walk
-8.02,-3.79,1.98,-0.81,0.25,-1.44,-3.79,-8.02,0.0,walk
-7.9,-3.31,1.85,-0.8,0.19,-1.35,-3.31,-7.9,0.0,walk
-7.74,-3.17,1.71,-0.76,0.13,-1.25,-3.17,-7.74,0.0,walk
-7.45,-2.96,1.58,-0.65,0.08,-1.13,-2.96,-7.45,0.0,walk
-7.21,-2.68,1.4,-0.69,0.03,-1.0,-2.68,-7.21,0.0,walk
-6.97,-2.56,1.37,-0.72,-0.04,-0.86,-2.56,-6.97,0.0,walk
-6.77,-2.38,1.16,-0.72,-0.13,-0.69,-2.38,-6.77,0.0,walk
-6.54,-2.49,0.79,-0.76,-0.19,-0.54,-2.49,-6.54,0.0,walk
-6.44,-2.41,0.57,-0.79,-0.2,-0.42,-2.41,-6.44,0.0,walk
-6.34,-2.38,0.59,-0.77,-0.24,-0.27,-2.38,-6.34,0.0,walk
-6.34,-2.51,0.54,-0.66,-0.32,-0.15,-2.51,-6.34,0.0,walk
-6.34,-2.35,0.33,-0.38,-0.38,-0.03,-2.35,-6.34,0.0,walk
-6.45,-2.27,0.27,-0.38,-0.41,0.15,-2.27,-6.45,0.0,walk
-6.6,-2.67,0.19,-0.31,-0.5,0.31,-2.67,-6.6,0.0,walk
-6.77,-3.02,-0.08,-0.29,-0.56,0.45,-3.02,-6.77,0.0,walk
-6.98,-3.46,-0.38,-0.33,-0.62,0.54,-3.46,-6.98,0.0,walk
-7.2,-3.58,-0.68,-0.31,-0.64,0.59,-3.58,-7.2,0.0,walk
-7.49,-3.56,-0.8,-0.29,-0.68,0.67,-3.56,-7.49,0.0,walk
-7.74,-3.59,-1.2,-0.24,-0.7,0.77,-3.59,-7.74,0.0,walk
-8.01,-3.76,-1.56,-0.07,-0.66,0.89,-3.76,-8.01,0.0,walk
-8.26,-3.9,-1.66,0.22,-0.56,1.04,-3.9,-8.26,0.0,walk
-8.48,-4.43,-1.44,0.44,-0.44,1.21,-4.43,-8.48,0.0,walk
-8.69,-5.2,-1.03,0.57,-0.37,1.31,-5.2,-8.69,0.0,walk
-8.94,-5.9,-0.84,0.64,-0.38,1.3,-5.9,-8.94,0.0,walk
-9.43,-6.23,-1.01,0.76,-0.4,1.24,-6.23,-9.43,0.0,walk
-9.9,-6.1,-1.42,0.83,-0.34,1.18,-6.1,-9.9,0.0,walk
-10.48,-5.99,-1.57,0.95,-0.23,1.13,-5.99,-10.48,0.0,walk
-10.52,-5.58,-1.4,1.3,-0.05,1.21,-5.58,-10.52,0.0,walk
-10.65,-5.75,-0.9,1.33,0.14,1.35,-5.75,-10.65,0.0,walk
-10.74,-6.59,-0.19,1.4,0.24,1.4,-6.59,-10.74,0.0,walk
-10.42,-6.9,0.15,1.61,0.25,1.35,-6.9,-10.42,0.0,walk
-9.92,-6.88,0.42,1.71,0.27,1.3,-6.88,-9.92,0.0,walk
-9.34,-6.89,0.66,1.78,0.27,1.28,-6.89,-9.34,0.0,walk
-8.85,-7.07,0.93,1.74,0.24,1.24,-7.07,-8.85,0.0,walk
-8.48,-7.1,1.1,1.61,0.11,1.18,-7.1,-8.48,0.0,walk
-8.1,-7.0,0.64,1.38,-0.06,1.1,-7.0,-8.1,0.0,walk
-7.83,-6.88,-0.23,1.17,-0.15,1.05,-6.88,-7.83,0.0,walk
-7.7,-6.87,-0.79,1.07,-0.14,0.98,-6.87,-7.7,0.0,walk
-7.74,-6.72,-1.14,1.06,-0.06,0.94,-6.72,-7.74,0.0,walk
-8.03,-7.19,-1.02,1.21,0.03,0.91,-7.19,-8.03,0.0,walk
-8.33,-6.94,-0.91,1.69,0.06,0.75,-6.94,-8.33,0.0,walk
-8.44,-6.11,-0.92,1.29,0.23,0.85,-6.11,-8.44,0.0,walk
-8.73,-6.99,-0.35,1.05,0.33,0.87,-6.99,-8.73,0.0,walk
-8.82,-7.17,0.04,1.06,0.38,0.82,-7.17,-8.82,0.0,walk
-8.9,-7.26,0.5,1.01,0.39,0.76,-7.26,-8.9,0.0,walk
-8.86,-7.21,0.84,0.97,0.35,0.7,-7.21,-8.86,0.0,walk
-8.68,-7.04,0.98,0.9,0.26,0.65,-7.04,-8.68,0.0,walk
-8.49,-7.13,0.71,0.84,0.16,0.64,-7.13,-8.49,0.0,walk
-8.14,-7.11,0.05,0.81,0.11,0.62,-7.11,-8.14,0.0,walk
-7.89,-7.42,-0.38,0.8,0.15,0.57,-7.42,-7.89,0.0,walk
-7.77,-7.35,-0.27,0.74,0.23,0.46,-7.35,-7.77,0.0,walk
-7.76,-7.0,0.15,0.67,0.25,0.37,-7.0,-7.76,0.0,walk
-7.74,-6.68,0.32,0.57,0.19,0.33,-6.68,-7.74,0.0,walk
-7.66,-6.49,0.23,0.58,0.15,0.3,-6.49,-7.66,0.0,walk
-7.59,-6.22,0.27,0.5,0.14,0.29,-6.22,-7.59,0.0,walk
-7.56,-6.14,0.5,0.35,0.1,0.3,-6.14,-7.56,0.0,walk
-7.57,-6.15,0.58,0.21,0.02,0.3,-6.15,-7.57,0.0,walk
-7.46,-6.12,0.34,-0.03,-0.05,0.32,-6.12,-7.46,0.0,walk
-7.41,-6.46,0.01,-0.15,-0.09,0.31,-6.46,-7.41,0.0,walk
-7.38,-6.54,-0.23,-0.18,-0.08,0.26,-6.54,-7.38,0.0,walk
-7.38,-6.53,-0.29,-0.22,-0.06,0.22,-6.53,-7.38,0.0,walk
-7.42,-6.6,-0.3,-0.24,-0.05,0.19,-6.6,-7.42,0.0,walk
-7.43,-6.67,-0.26,-0.28,-0.04,0.13,-6.67,-7.43,0.0,walk
-7.36,-6.67,-0.26,-0.34,-0.02,0.06,-6.67,-7.36,0.0,walk
-7.32,-6.65,-0.2,-0.38,-0.01,0.0,-6.65,-7.32,0.0,walk
-7.33,-6.49,-0.07,-0.36,0.01,-0.06,-6.49,-7.33,0.0,walk
-7.31,-6.37,0.15,-0.39,0.03,-0.1,-6.37,-7.31,0.0,walk
-7.31,-6.29,0.35,-0.42,0.02,-0.14,-6.29,-7.31,0.0,walk
-7.32,-6.19,0.5,-0.52,0.0,-0.17,-6.19,-7.32,0.0,walk
-7.44,-6.24,0.64,-0.54,-0.03,-0.2,-6.24,-7.44,0.0,walk
-7.56,-6.15,0.63,-0.48,-0.06,-0.24,-6.15,-7.56,0.0,walk
-7.75,-6.19,0.62,-0.5,-0.08,-0.26,-6.19,-7.75,0.0,walk
-7.93,-6.26,0.57,-0.52,-0.08,-0.28,-6.26,-7.93,0.0,walk
-8.15,-6.36,0.63,-0.53,-0.07,-0.31,-6.36,-8.15,0.0,walk
-8.26,-6.59,0.52,-0.51,-0.09,-0.34,-6.59,-8.26,0.0,walk
-8.41,-6.88,0.25,-0.46,-0.06,-0.41,-6.88,-8.41,0.0,walk
-8.41,-6.98,0.18,-0.37,0.0,-0.51,-6.98,-8.41,0.0,walk
-8.42,-6.77,0.38,-0.27,0.08,-0.6,-6.77,-8.42,0.0,walk
-8.42,-6.45,0.79,-0.2,0.15,-0.67,-6.45,-8.42,0.0,walk
-8.64,-6.09,1.4,-0.19,0.17,-0.72,-6.09,-8.64,0.0,walk
-9.19,-5.89,1.86,-0.23,0.13,-0.73,-5.89,-9.19,0.0,walk
-9.51,-5.62,2.17,-0.22,0.07,-0.77,-5.62,-9.51,0.0,walk
-9.49,-4.81,2.54,-0.22,0.03,-0.75,-4.81,-9.49,0.0,walk
-9.42,-4.12,3.09,-0.35,-0.06,-0.57,-4.12,-9.42,0.0,walk
-9.32,-4.39,3.22,-0.57,-0.24,-0.3,-4.39,-9.32,0.0,walk
-9.08,-5.35,2.88,-0.78,-0.39,-0.12,-5.35,-9.08,0.0,walk
-8.69,-6.36,2.66,-0.91,-0.48,-0.09,-6.36,-8.69,0.0,walk
-8.33,-6.66,2.63,-1.02,-0.54,-0.14,-6.66,-8.33,0.0,walk
-8.06,-6.7,2.8,-1.25,-0.64,-0.2,-6.7,-8.06,0.0,walk
-7.92,-6.66,2.93,-1.45,-0.77,-0.26,-6.66,-7.92,0.0,walk
-7.82,-6.68,2.91,-1.58,-0.93,-0.28,-6.68,-7.82,0.0,walk
-7.81,-7.02,2.6,-1.73,-1.09,-0.32,-7.02,-7.81,0.0,walk
-7.83,-7.17,2.09,-1.83,-1.21,-0.43,-7.17,-7.83,0.0,walk
-7.93,-7.13,1.54,-1.97,-1.29,-0.52,-7.13,-7.93,0.0,walk
-8.05,-7.36,0.87,-2.13,-1.32,-0.59,-7.36,-8.05,0.0,walk
-8.14,-7.78,0.11,-2.37,-1.26,-0.72,-7.78,-8.14,0.0,walk
-8.29,-7.85,-0.27,-2.56,-1.09,-0.94,-7.85,-8.29,0.0,walk
-8.58,-7.0,0.24,-2.71,-0.87,-1.14,-7.0,-8.58,0.0,walk
-8.81,-6.24,1.05,-2.83,-0.79,-1.19,-6.24,-8.81,0.0,walk
-9.13,-5.81,1.58,-2.99,-0.82,-1.16,-5.81,-9.13,0.0,walk
-9.29,-5.85,1.49,-3.03,-0.91,-1.14,-5.85,-9.29,0.0,walk
-9.42,-5.69,1.08,-2.92,-0.92,-1.13,-5.69,-9.42,0.0,walk
-9.39,-5.56,0.73,-2.76,-0.89,-1.06,-5.56,-9.39,0.0,walk
-9.17,-5.74,0.39,-2.44,-0.83,-0.98,-5.74,-9.17,0.0,walk
-8.85,-5.97,-0.05,-2.07,-0.74,-0.92,-5.97,-8.85,0.0,walk
-8.49,-6.33,-0.3,-1.76,-0.61,-0.88,-6.33,-8.49,0.0,walk
-8.14,-6.79,-0.32,-1.52,-0.47,-0.9,-6.79,-8.14,0.0,walk
-7.83,-7.04,-0.11,-1.31,-0.34,-1.0,-7.04,-7.83,0.0,walk
-7.72,-6.79,0.27,-1.27,-0.26,-1.13,-6.79,-7.72,0.0,walk
-7.68,-6.25,0.63,-1.3,-0.23,-1.24,-6.25,-7.68,0.0,walk
-7.67,-5.79,0.78,-1.22,-0.23,-1.29,-5.79,-7.67,0.0,walk
-7.62,-5.2,0.77,-1.05,-0.23,-1.3,-5.2,-7.62,0.0,walk
-7.63,-4.75,0.97,-1.01,-0.21,-1.25,-4.75,-7.63,0.0,walk
-7.68,-4.5,1.11,-1.02,-0.23,-1.19,-4.5,-7.68,0.0,walk
-7.74,-4.3,1.04,-1.05,-0.27,-1.12,-4.3,-7.74,0.0,walk
-7.79,-4.15,0.86,-1.1,-0.3,-1.04,-4.15,-7.79,0.0,walk
-7.82,-4.06,0.68,-1.11,-0.3,-0.95,-4.06,-7.82,0.0,walk
-7.79,-3.94,0.49,-1.11,-0.28,-0.84,-3.94,-7.79,0.0,walk
-7.69,-3.96,0.16,-1.03,-0.25,-0.74,-3.96,-7.69,0.0,walk
-7.58,-3.93,-0.06,-0.96,-0.17,-0.63,-3.93,-7.58,0.0,walk
-7.4,-4.12,-0.07,-0.83,-0.07,-0.52,-4.12,-7.4,0.0,walk
-7.2,-4.25,0.12,-0.58,0.02,-0.44,-4.25,-7.2,0.0,walk
-7.04,-4.16,0.54,-0.49,0.07,-0.38,-4.16,-7.04,0.0,walk
-6.96,-4.12,0.95,-0.49,0.04,-0.32,-4.12,-6.96,0.0,walk
-6.87,-4.07,1.05,-0.41,-0.05,-0.27,-4.07,-6.87,0.0,walk
-6.89,-3.89,1.03,-0.41,-0.14,-0.2,-3.89,-6.89,0.0,walk
-6.98,-3.85,0.9,-0.54,-0.23,-0.12,-3.85,-6.98,0.0,walk
-7.13,-4.01,0.66,-0.57,-0.32,-0.03,-4.01,-7.13,0.0,walk
-7.3,-4.16,0.29,-0.55,-0.38,0.04,-4.16,-7.3,0.0,walk
-7.37,-4.26,-0.06,-0.43,-0.42,0.09,-4.26,-7.37,0.0,walk
-7.45,-4.18,-0.35,-0.31,-0.43,0.16,-4.18,-7.45,0.0,walk
-7.5,-4.27,-0.63,-0.19,-0.41,0.26,-4.27,-7.5,0.0,walk
-7.47,-4.45,-0.67,-0.1,-0.38,0.35,-4.45,-7.47,0.0,walk
-7.57,-4.64,-0.71,0.0,-0.38,0.42,-4.64,-7.57,0.0,walk
-8.1,-4.98,-0.88,0.02,-0.4,0.47,-4.98,-8.1,0.0,walk
-8.69,-5.13,-1.18,0.07,-0.4,0.47,-5.13,-8.69,0.0,walk
-9.05,-4.87,-1.5,0.17,-0.36,0.49,-4.87,-9.05,0.0,walk
-9.36,-4.93,-1.81,0.35,-0.31,0.57,-4.93,-9.36,0.0,walk
-9.79,-4.98,-2.06,0.58,-0.18,0.65,-4.98,-9.79,0.0,walk
-10.05,-5.02,-2.1,0.84,-0.02,0.75,-5.02,-10.05,0.0,walk
-9.92,-5.07,-1.98,1.1,0.16,0.93,-5.07,-9.92,0.0,walk
-9.57,-5.73,-1.69,1.24,0.33,1.08,-5.73,-9.57,0.0,walk
-9.16,-6.34,-0.99,1.3,0.47,1.12,-6.34,-9.16,0.0,walk
-8.77,-6.51,-0.14,1.24,0.49,1.1,-6.51,-8.77,0.0,walk
-8.42,-6.65,0.44,1.24,0.4,1.09,-6.65,-8.42,0.0,walk
-8.07,-6.76,0.5,1.25,0.28,1.1,-6.76,-8.07,0.0,walk
-7.63,-7.08,0.35,1.17,0.19,1.09,-7.08,-7.63,0.0,walk
-7.32,-7.35,0.23,0.97,0.13,1.04,-7.35,-7.32,0.0,walk
-7.16,-7.63,0.09,0.74,0.06,0.95,-7.63,-7.16,0.0,walk
-7.04,-7.59,-0.16,0.56,0.01,0.82,-7.59,-7.04,0.0,walk
-7.14,-7.33,-0.33,0.45,0.0,0.71,-7.33,-7.14,0.0,walk
-7.35,-6.89,-0.34,0.44,0.01,0.63,-6.89,-7.35,0.0,walk
-7.63,-6.51,-0.21,0.44,0.02,0.61,-6.51,-7.63,0.0,walk
-7.8,-6.37,-0.1,0.48,-0.01,0.62,-6.37,-7.8,0.0,walk
-7.99,-6.53,-0.02,0.65,-0.06,0.59,-6.53,-7.99,0.0,walk
-7.96,-5.9,-0.6,0.66,-0.0,0.66,-5.9,-7.96,0.0,walk
-7.93,-6.37,-0.5,0.69,0.12,0.74,-6.37,-7.93,0.0,walk
-7.84,-6.6,0.05,0.67,0.18,0.75,-6.6,-7.84,0.0,walk
-7.72,-6.7,0.58,0.56,0.13,0.72,-6.7,-7.72,0.0,walk
-7.62,-6.71,0.82,0.47,0.03,0.71,-6.71,-7.62,0.0,walk
-7.38,-6.77,0.77,0.37,-0.08,0.69,-6.77,-7.38,0.0,walk
-7.36,-6.8,0.55,0.22,-0.16,0.67,-6.8,-7.36,0.0,walk
-7.35,-6.85,0.22,0.14,-0.24,0.63,-6.85,-7.35,0.0,walk
-7.22,-6.68,-0.08,0.11,-0.25,0.61,-6.68,-7.22,0.0,walk
-7.21,-6.57,-0.16,0.07,-0.24,0.61,-6.57,-7.21,0.0,walk
-7.27,-6.75,-0.19,0.02,-0.23,0.6,-6.75,-7.27,0.0,walk
-7.3,-6.83,-0.24,-0.02,-0.25,0.57,-6.83,-7.3,0.0,walk
-7.34,-6.89,-0.41,-0.02,-0.26,0.53,-6.89,-7.34,0.0,walk
-7.34,-6.93,-0.52,-0.02,-0.26,0.5,-6.93,-7.34,0.0,walk
-7.37,-7.02,-0.5,-0.01,-0.25,0.47,-7.02,-7.37,0.0,walk
-7.37,-7.12,-0.53,-0.05,-0.24,0.44,-7.12,-7.37,0.0,walk
-7.39,-7.3,-0.58,-0.13,-0.24,0.4,-7.3,-7.39,0.0,walk
-7.4,-7.36,-0.67,-0.18,-0.23,0.33,-7.36,-7.4,0.0,walk
-7.36,-7.33,-0.54,-0.19,-0.21,0.26,-7.33,-7.36,0.0,walk
-7.27,-7.29,-0.46,-0.21,-0.22,0.2,-7.29,-7.27,0.0,walk
-7.23,-7.26,-0.46,-0.19,-0.23,0.13,-7.26,-7.23,0.0,walk
-7.15,-6.93,-0.56,-0.15,-0.22,0.06,-6.93,-7.15,0.0,walk
-7.08,-6.74,-0.52,-0.22,-0.2,0.03,-6.74,-7.08,0.0,walk
-7.09,-6.58,-0.49,-0.26,-0.17,0.01,-6.58,-7.09,0.0,walk
-7.07,-6.45,-0.19,-0.35,-0.16,-0.01,-6.45,-7.07,0.0,walk
-7.05,-6.41,0.11,-0.41,-0.22,-0.01,-6.41,-7.05,0.0,walk
-7.05,-6.47,-0.05,-0.5,-0.3,-0.03,-6.47,-7.05,0.0,walk
-7.09,-6.39,-0.22,-0.58,-0.32,-0.06,-6.39,-7.09,0.0,walk
-7.27,-6.33,-0.27,-0.63,-0.33,-0.06,-6.33,-7.27,0.0,walk
-7.41,-6.4,-0.35,-0.62,-0.32,-0.04,-6.4,-7.41,0.0,walk
-7.55,-6.78,-0.4,-0.6,-0.31,-0.04,-6.78,-7.55,0.0,walk
-7.65,-7.02,-0.55,-0.56,-0.3,-0.08,-7.02,-7.65,0.0,walk
-7.73,-7.1,-0.63,-0.54,-0.25,-0.13,-7.1,-7.73,0.0,walk
-7.82,-7.1,-0.64,-0.53,-0.18,-0.18,-7.1,-7.82,0.0,walk
-8.22,-7.06,-0.31,-0.53,-0.1,-0.23,-7.06,-8.22,0.0,walk
-8.8,-6.68,0.3,-0.54,-0.04,-0.28,-6.68,-8.8,0.0,walk
-8.89,-6.03,0.89,-0.55,-0.04,-0.24,-6.03,-8.89,0.0,walk
-8.73,-5.9,1.26,-0.57,-0.11,-0.09,-5.9,-8.73,0.0,walk
-8.62,-6.68,1.24,-0.61,-0.2,0.03,-6.68,-8.62,0.0,walk
-8.6,-7.39,0.97,-0.62,-0.24,0.02,-7.39,-8.6,0.0,walk
